node, 0, 0, 1000
node, 1, -98.0171, 995.185
node, 2, -195.09, 980.785
node, 3, -290.285, 956.94
node, 4, -382.683, 923.88
node, 5, -471.397, 881.921
node, 6, -555.57, 831.47
node, 7, -634.393, 773.01
node, 8, -707.107, 707.107
node, 9, 0, 932.648
node, 10, 0, 869.623
node, 11, 0, 810.926
node, 12, 0, 756.557
node, 13, -54.0333, 720.503
node, 14, -107.632, 681.536
node, 15, -160.893, 641.429
node, 16, -213.558, 599.317
node, 17, -265.45, 555.575
node, 18, -316.767, 510.63
node, 19, -366.709, 463.72
node, 20, -416.28, 416.28
node, 21, -485.741, 485.741
node, 22, -557.366, 557.366
node, 23, -631.154, 631.154
node, 24, -86.6154, 920.428
node, 25, -75.4842, 849.729
node, 26, -64.6235, 783.087
node, 27, -172.414, 900.293
node, 28, -150.279, 823.587
node, 29, -128.685, 750.668
node, 30, -565.632, 692.036
node, 31, -493.435, 747.202
node, 32, -417.881, 795.872
node, 33, -338.779, 837.87
node, 34, -256.719, 872.788
node, 35, -496.764, 613.496
node, 36, -432.923, 665.64
node, 37, -365.718, 712.797
node, 38, -295.957, 755.106
node, 39, -223.966, 792.152
node, 40, -366.486, 366.486
node, 41, -315.453, 315.453
node, 42, -264.019, 264.019
node, 43, -211.88, 211.88
node, 44, -159.314, 159.314
node, 45, -106.432, 106.432
node, 46, -53.2555, 53.2555
node, 47, 0, 0
node, 48, -430.79, 537.391
node, 49, -374.034, 586.782
node, 50, -314.907, 632.699
node, 51, -254.216, 675.589
node, 52, -192.023, 715.032
node, 53, -159.322, 263.372
node, 54, -106.618, 314.56
node, 55, -53.3733, 364.619
node, 56, 0, 413.917
node, 57, -315.925, 415.183
node, 58, -265.048, 463.406
node, 59, -213.005, 509.873
node, 60, -160.5, 555.248
node, 61, -107.37, 599.143
node, 62, -53.8081, 641.196
node, 63, 0, 682.201
node, 64, -264.11, 365.197
node, 65, -212.509, 415.192
node, 66, -159.95, 462.305
